,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_group,Year
267,2015-04-09,shot,gun,29.0,M,B,Monon,IN,False,attack,flee,False,True,20-30,2015
268,2015-04-09,shot,gun,31.0,M,W,Straban Township,PA,True,attack,no flee,False,True,30-40,2015
269,2015-04-09,shot,gun,28.0,M,W,Boiling Springs,SC,False,attack,no flee,False,True,20-30,2015
270,2015-04-09,shot and Tasered,unknown,54.0,M,,Kellyville,OK,False,attack,flee,False,True,50-60,2015
271,2015-04-10,shot,other,21.0,M,H,Corning,CA,False,attack,no flee,False,True,20-30,2015
272,2015-04-10,shot,gun,38.0,M,W,Topeka,KS,False,attack,flee,False,True,30-40,2015
273,2015-04-11,shot,gun,66.0,M,W,Sand Springs,OK,True,attack,no flee,True,True,60-70,2015
274,2015-04-12,shot,gun,36.0,M,B,Indianapolis,IN,False,attack,flee,True,True,30-40,2015
275,2015-04-12,shot,other,83.0,M,W,Oklahoma City,OK,True,other,no flee,False,True,80-90,2015
276,2015-04-12,shot,gun,32.0,M,W,Salemburg,NC,True,attack,flee,False,True,30-40,2015
277,2015-04-13,shot,gun,27.0,M,H,Alton,IL,False,attack,no flee,False,True,20-30,2015
278,2015-04-14,shot,other,26.0,M,B,DeSoto,TX,False,undetermined,flee,False,True,20-30,2015
279,2015-04-14,shot,other,31.0,M,W,Jonesboro,AR,True,attack,no flee,False,True,30-40,2015
280,2015-04-15,shot,gun,22.0,M,B,Miami,FL,False,undetermined,flee,False,True,20-30,2015
281,2015-04-15,shot,other,41.0,M,B,Spartanburg,SC,False,attack,no flee,False,True,40-50,2015
282,2015-04-15,shot,unarmed,41.0,M,B,Houston,TX,False,other,flee,False,True,40-50,2015
283,2015-04-15,shot,other,51.0,M,W,Columbia,MO,False,attack,flee,True,True,50-60,2015
284,2015-04-15,shot,gun,72.0,M,W,Cañon City,CO,True,attack,no flee,False,True,70-80,2015
285,2015-04-15,shot,other,52.0,M,H,Montclair,CA,True,attack,no flee,False,True,50-60,2015
286,2015-04-16,shot,other,47.0,M,H,Shafter,CA,False,other,no flee,False,True,40-50,2015
287,2015-04-17,shot,gun,18.0,M,B,Chicago,IL,False,attack,flee,False,True,10-20,2015
288,2015-04-17,shot,gun,29.0,M,H,Hemet,CA,False,attack,no flee,False,True,20-30,2015
289,2015-04-17,shot,other,23.0,M,B,Jennings,MO,True,other,no flee,True,True,20-30,2015
290,2015-04-18,shot,gun,43.0,M,H,Phoenix,AZ,True,attack,no flee,False,True,40-50,2015
291,2015-04-18,shot,gun,45.0,M,W,Panama City,FL,False,attack,no flee,False,True,40-50,2015
292,2015-04-19,shot,gun,40.0,M,W,Wilmore,KY,True,attack,no flee,False,True,30-40,2015
293,2015-04-19,shot,other,44.0,M,W,Sidney,NE,False,attack,no flee,False,True,40-50,2015
294,2015-04-20,shot,gun,25.0,M,H,Mission,TX,False,other,no flee,False,True,20-30,2015
295,2015-04-21,shot,unarmed,37.0,M,N,Lakewood,WA,True,other,flee,False,True,30-40,2015
296,2015-04-21,shot,other,59.0,M,W,Irmo,SC,True,other,no flee,False,True,50-60,2015
297,2015-04-21,shot,other,35.0,M,H,Los Angeles,CA,True,other,no flee,False,True,30-40,2015
298,2015-04-21,shot,unknown,35.0,M,B,Trenton,NJ,False,attack,no flee,False,True,30-40,2015
299,2015-04-22,shot,unarmed,18.0,M,B,Portsmouth,VA,False,undetermined,no flee,False,True,10-20,2015
300,2015-04-22,shot,other,51.0,M,H,Bisbee,AZ,False,other,no flee,False,True,50-60,2015
301,2015-04-22,shot,gun,30.0,M,W,Queens,NY,True,attack,flee,False,True,20-30,2015
302,2015-04-22,shot,gun,31.0,M,B,Fort Worth,TX,False,attack,flee,False,True,30-40,2015
303,2015-04-22,shot,gun,39.0,M,A,Eldorado Springs,CO,False,attack,no flee,False,True,30-40,2015
304,2015-04-23,shot,other,26.0,M,W,Sylmar,CA,True,attack,no flee,False,True,20-30,2015
305,2015-04-23,shot,gun,51.0,M,W,Rufe,OK,False,attack,no flee,False,True,50-60,2015
306,2015-04-23,shot,unarmed,19.0,M,H,Long Beach,CA,False,other,no flee,False,True,10-20,2015
307,2015-04-24,shot,unknown,46.0,F,W,Windsor,CA,False,attack,flee,False,True,40-50,2015
308,2015-04-24,shot,gun,49.0,M,W,Eugene,OR,False,attack,no flee,False,True,40-50,2015
309,2015-04-24,shot,gun,63.0,M,W,Miami,OK,False,attack,flee,False,True,60-70,2015
310,2015-04-24,shot,gun,20.0,M,B,Trinidad,CO,False,attack,flee,True,True,10-20,2015
311,2015-04-25,shot,other,25.0,M,W,Victoria,TX,True,other,no flee,True,True,20-30,2015
312,2015-04-25,shot,unarmed,24.0,M,B,New York,NY,True,attack,flee,False,True,20-30,2015
313,2015-04-25,shot,other,58.0,M,W,Clermont,FL,True,other,no flee,False,True,50-60,2015
314,2015-04-26,shot,unarmed,29.0,M,W,Bunch,OK,False,attack,no flee,False,True,20-30,2015
315,2015-04-26,shot,gun,76.0,M,W,Kings County,CA,False,attack,no flee,False,True,70-80,2015
316,2015-04-26,shot,gun,45.0,M,W,Fountain Valley,CA,False,attack,no flee,False,True,40-50,2015
317,2015-04-27,shot,other,20.0,M,B,Detroit,MI,False,other,no flee,False,True,10-20,2015
318,2015-04-28,shot,gun,58.0,M,W,Mansfield,OH,False,attack,no flee,False,True,50-60,2015
319,2015-04-28,shot,gun,21.0,M,B,New Orleans,LA,False,attack,no flee,True,True,20-30,2015
320,2015-04-28,shot,gun,27.0,M,W,Marion,IL,True,attack,no flee,False,True,20-30,2015
321,2015-04-29,shot,other,26.0,M,W,Chickasha,OK,False,other,flee,False,True,20-30,2015
322,2015-04-29,shot,gun,33.0,M,H,Mesa,AZ,True,attack,no flee,False,True,30-40,2015
323,2015-04-29,shot,gun,27.0,M,H,Elk Grove,CA,False,attack,no flee,False,True,20-30,2015
324,2015-04-29,shot,gun,25.0,F,B,Atlanta,GA,False,attack,no flee,False,True,20-30,2015
325,2015-04-29,shot,gun,53.0,M,B,Emporia,VA,True,attack,no flee,False,True,50-60,2015
326,2015-04-29,shot,gun,53.0,M,W,Nashville,TN,True,attack,no flee,False,True,50-60,2015
327,2015-04-30,shot,unarmed,42.0,M,O,San Diego,CA,True,other,no flee,True,True,40-50,2015
328,2015-04-30,shot and Tasered,other,22.0,M,H,El Paso,TX,False,other,no flee,False,True,20-30,2015
329,2015-05-02,shot,gun,52.0,M,W,Smyrna,DE,False,attack,no flee,True,True,50-60,2015
330,2015-05-03,shot,gun,36.0,M,W,Roosevelt,UT,True,attack,no flee,True,True,30-40,2015
331,2015-05-03,shot,gun,30.0,M,B,Garland,TX,False,attack,no flee,False,True,20-30,2015
332,2015-05-03,shot,gun,34.0,M,O,Garland,TX,False,attack,no flee,False,True,30-40,2015
333,2015-05-03,shot,gun,44.0,M,H,Albuquerque,NM,False,attack,no flee,False,True,40-50,2015
334,2015-05-03,shot,gun,53.0,M,W,Chavies,KY,False,attack,no flee,False,True,50-60,2015
335,2015-05-04,shot,other,36.0,M,W,Kennewick,WA,True,attack,no flee,False,True,30-40,2015
336,2015-05-05,shot,unarmed,29.0,M,B,Venice,CA,False,attack,no flee,True,True,20-30,2015
337,2015-05-05,shot,other,32.0,M,A,South El Monte,CA,False,attack,no flee,False,True,30-40,2015
338,2015-05-05,shot,gun,46.0,M,W,Pulaski,VA,True,attack,no flee,False,True,40-50,2015
339,2015-05-06,shot,gun,18.0,M,W,Wake Forest,NC,False,attack,flee,False,True,10-20,2015
340,2015-05-07,shot,other,72.0,M,,Lawrenceville,GA,True,other,no flee,False,True,70-80,2015
341,2015-05-07,shot,other,38.0,M,W,Beacon,NY,False,other,flee,False,True,30-40,2015
342,2015-05-07,shot,unknown,21.0,M,B,Cerritos,CA,False,attack,flee,False,True,20-30,2015
343,2015-05-08,shot,other,35.0,M,W,Kearny,AZ,False,attack,no flee,False,True,30-40,2015
344,2015-05-08,shot,gun,58.0,M,W,Constantia,NY,True,attack,no flee,False,True,50-60,2015
345,2015-05-08,shot,gun,48.0,M,B,Harvey,LA,False,attack,no flee,False,True,40-50,2015
346,2015-05-08,shot,unknown,31.0,M,B,Fridley,MN,False,attack,flee,False,True,30-40,2015
347,2015-05-10,shot,gun,47.0,M,W,Tacoma,WA,False,attack,no flee,False,True,40-50,2015
348,2015-05-10,shot,unknown,34.0,M,B,Landover,MD,False,other,flee,False,True,30-40,2015
349,2015-05-11,shot,unknown,30.0,M,B,Fort Worth,TX,False,attack,flee,False,True,20-30,2015
350,2015-05-11,shot,other,28.0,M,W,St. Augustine,FL,True,other,no flee,False,True,20-30,2015
351,2015-05-12,shot,gun,28.0,M,B,Jacksonville,FL,False,other,flee,False,True,20-30,2015
352,2015-05-12,shot,other,40.0,M,W,Rancho Santa Margarita,CA,True,other,no flee,False,True,30-40,2015
353,2015-05-12,shot and Tasered,gun,46.0,M,O,Honolulu,HI,False,attack,no flee,False,True,40-50,2015
354,2015-05-14,shot,gun,37.0,M,W,Portage,MI,True,attack,flee,False,True,30-40,2015
355,2015-05-14,shot,gun,53.0,M,W,St. Augustine,FL,True,attack,no flee,False,True,50-60,2015
356,2015-05-15,shot,gun,41.0,M,W,Rockford,IL,True,attack,no flee,False,True,40-50,2015
357,2015-05-15,shot,other,42.0,M,W,Sacramento,CA,True,attack,no flee,False,True,40-50,2015
358,2015-05-16,shot,gun,45.0,M,B,Harvey,IL,False,attack,flee,False,True,40-50,2015
359,2015-05-17,shot,gun,34.0,M,W,San Diego,CA,True,attack,flee,True,True,30-40,2015
360,2015-05-17,shot,gun,18.0,M,W,St. Petersburg,FL,True,attack,no flee,False,True,10-20,2015
361,2015-05-17,shot,other,27.0,M,W,Ruidoso,NM,False,other,no flee,False,True,20-30,2015
362,2015-05-19,shot,unarmed,54.0,M,H,Arlington,VA,False,attack,no flee,False,True,50-60,2015
363,2015-05-19,shot,gun,35.0,M,W,Cabot,AR,False,attack,no flee,False,True,30-40,2015
364,2015-05-19,shot,gun,17.0,M,W,Grand Junction,CO,False,attack,flee,False,True,10-20,2015
365,2015-05-20,shot,gun,29.0,M,B,Lancaster,PA,False,attack,no flee,False,True,20-30,2015
366,2015-05-20,shot,gun,38.0,M,B,Owensboro,KY,False,attack,no flee,False,True,30-40,2015
367,2015-05-20,shot,gun,26.0,M,B,Omaha,NE,False,attack,no flee,False,True,20-30,2015
368,2015-05-20,shot and Tasered,other,52.0,M,W,Green,OH,False,other,no flee,False,True,50-60,2015
369,2015-05-20,shot and Tasered,other,39.0,F,W,Gillette,WY,False,other,flee,False,True,30-40,2015
370,2015-05-21,shot,gun,22.0,M,H,El Paso,TX,True,undetermined,no flee,False,True,20-30,2015
371,2015-05-21,shot,other,29.0,M,B,Ft. Lauderdale,FL,False,attack,no flee,False,True,20-30,2015
372,2015-05-21,shot,other,43.0,M,W,North Charleston,SC,False,attack,no flee,False,True,40-50,2015
373,2015-05-21,shot,other,24.0,M,H,Hackensack,NJ,True,other,no flee,False,True,20-30,2015
374,2015-05-21,shot,gun,32.0,M,B,Charleston,SC,False,attack,no flee,False,True,30-40,2015
375,2015-05-22,shot,other,40.0,M,W,Somerset,PA,False,attack,no flee,False,True,30-40,2015
376,2015-05-23,shot,gun,47.0,M,W,Sedalia,MO,False,attack,no flee,False,True,40-50,2015
377,2015-05-23,shot,gun,40.0,M,W,Eagar,AZ,False,attack,flee,False,True,30-40,2015
378,2015-05-23,shot,gun,25.0,M,B,Detroit,MI,True,attack,no flee,False,True,20-30,2015
379,2015-05-25,shot,gun,31.0,F,W,Austin,TX,True,attack,no flee,False,True,30-40,2015
380,2015-05-25,shot,other,36.0,M,B,Huntsville,AL,True,attack,no flee,False,True,30-40,2015
381,2015-05-26,shot,gun,51.0,M,B,Queens,NY,False,attack,no flee,False,True,50-60,2015
382,2015-05-26,shot,other,24.0,M,W,Bossier City,LA,False,attack,no flee,False,True,20-30,2015
383,2015-05-26,shot,gun,62.0,M,W,Snohomish,WA,True,attack,no flee,False,True,60-70,2015
384,2015-05-27,shot,other,39.0,M,W,Ideal Beach,NJ,False,attack,no flee,False,True,30-40,2015
385,2015-05-27,shot,other,24.0,M,W,Edmond,OK,True,attack,no flee,False,True,20-30,2015
386,2015-05-27,shot,other,57.0,M,W,Rockville,GA,True,attack,no flee,False,True,50-60,2015
387,2015-05-27,shot and Tasered,unarmed,20.0,M,O,Long Beach,CA,False,other,no flee,False,True,10-20,2015
388,2015-05-27,shot and Tasered,other,33.0,M,W,Alpine,CA,True,other,no flee,False,True,30-40,2015
389,2015-05-28,shot,gun,60.0,M,W,Lancaster,SC,False,attack,no flee,False,True,50-60,2015
390,2015-05-28,shot,gun,32.0,M,B,Northglenn,CO,False,attack,no flee,False,True,30-40,2015
391,2015-05-28,shot,gun,40.0,M,B,Carrollton,GA,False,attack,no flee,False,True,30-40,2015
392,2015-05-28,shot and Tasered,other,18.0,M,W,Trenton,MI,False,attack,no flee,False,True,10-20,2015
393,2015-05-29,shot,other,36.0,M,B,Lyndhurst,NJ,False,other,no flee,False,True,30-40,2015
394,2015-05-29,shot,gun,35.0,M,W,Okmulgee County,OK,False,attack,no flee,False,True,30-40,2015
395,2015-05-29,shot,gun,55.0,M,W,Wilderville,OR,False,attack,no flee,False,True,50-60,2015
396,2015-05-30,shot,unarmed,19.0,M,W,Cottonwood,AZ,False,attack,flee,False,True,10-20,2015
397,2015-05-30,shot,other,39.0,M,H,Nashville,TN,False,attack,no flee,False,True,30-40,2015
398,2015-05-31,shot,gun,40.0,M,,Medford,OR,True,attack,no flee,False,True,30-40,2015
399,2015-05-31,shot,other,47.0,M,W,Palestine,TX,False,attack,no flee,True,True,40-50,2015
400,2015-06-01,shot,gun,23.0,M,W,Greece,NY,True,attack,flee,False,True,20-30,2015
401,2015-06-02,shot,other,26.0,M,B,Roslindale,MA,False,other,no flee,False,True,20-30,2015
402,2015-06-02,shot,other,26.0,M,W,Azle,TX,True,attack,no flee,False,True,20-30,2015
403,2015-06-03,shot,gun,18.0,M,H,Ellis County,TX,True,attack,flee,False,True,10-20,2015
404,2015-06-03,shot,other,33.0,M,H,Fuqua,TX,False,other,flee,False,True,30-40,2015
405,2015-06-03,shot,gun,56.0,M,W,Byram,NJ,True,attack,no flee,False,True,50-60,2015
406,2015-06-03,shot,gun,46.0,M,H,Delano,CA,False,attack,flee,False,True,40-50,2015
407,2015-06-03,shot and Tasered,unarmed,36.0,M,H,Los Lunas,NM,False,attack,no flee,False,True,30-40,2015
408,2015-06-05,shot,gun,50.0,M,H,Santa Maria,CA,False,attack,no flee,False,True,40-50,2015
409,2015-06-05,shot,other,45.0,F,W,Morgantown,WV,False,other,flee,False,True,40-50,2015
410,2015-06-06,shot,gun,53.0,M,W,North Port,FL,False,attack,no flee,False,True,50-60,2015
411,2015-06-06,shot,gun,45.0,M,H,Watsonsville,CA,False,attack,flee,False,True,40-50,2015
412,2015-06-06,shot,other,42.0,M,W,Midland,TX,True,other,no flee,False,True,40-50,2015
413,2015-06-06,shot,gun,27.0,M,H,Strasburg,CO,False,attack,flee,False,True,20-30,2015
414,2015-06-06,shot and Tasered,gun,30.0,M,B,Oakland,CA,False,attack,no flee,True,True,20-30,2015
415,2015-06-07,shot,gun,36.0,M,W,Melbourne,FL,False,attack,no flee,False,True,30-40,2015
416,2015-06-07,shot,gun,58.0,M,W,Woodland,WA,True,attack,no flee,False,True,50-60,2015
417,2015-06-08,shot,gun,54.0,M,,Beech Grove,IN,True,attack,no flee,False,True,50-60,2015
418,2015-06-08,shot,other,30.0,M,H,Anaheim,CA,True,other,no flee,True,True,20-30,2015
419,2015-06-08,shot,gun,69.0,M,W,Sun City,AZ,True,attack,no flee,False,True,60-70,2015
420,2015-06-09,shot,unarmed,30.0,M,W,Findlay,OH,False,attack,no flee,False,True,20-30,2015
421,2015-06-09,shot,gun,45.0,M,W,Tomball,TX,False,attack,flee,False,True,40-50,2015
422,2015-06-09,shot,gun,22.0,M,B,Cincinnati,OH,False,attack,no flee,False,True,20-30,2015
423,2015-06-09,shot,unarmed,28.0,M,W,Des Moines,IA,False,other,flee,False,True,20-30,2015
424,2015-06-10,shot,gun,19.0,M,B,Bronx,NY,False,attack,no flee,False,True,10-20,2015
425,2015-06-11,shot,gun,40.0,M,B,Pompano Beach,FL,False,attack,no flee,False,True,30-40,2015
426,2015-06-11,shot,gun,86.0,M,,Columbia,TN,True,attack,no flee,False,True,80-90,2015
427,2015-06-11,shot,other,46.0,M,B,Miami,FL,False,other,no flee,False,True,40-50,2015
428,2015-06-11,shot,gun,28.0,M,H,Bexar County,TX,True,attack,no flee,False,True,20-30,2015
429,2015-06-11,shot,other,22.0,M,H,Hackensack,NJ,True,other,no flee,False,True,20-30,2015
430,2015-06-12,shot,other,17.0,F,W,Kokomo,IN,True,attack,no flee,False,True,10-20,2015
431,2015-06-13,shot,gun,46.0,M,W,Fort Wayne,IN,False,attack,no flee,False,True,40-50,2015
432,2015-06-13,shot,other,35.0,M,B,Louisville,KY,False,other,no flee,False,True,30-40,2015
433,2015-06-13,shot,gun,35.0,M,W,Hutchins,TX,True,attack,no flee,False,True,30-40,2015
434,2015-06-14,shot,unknown,28.0,M,H,Stockton,CA,False,attack,flee,False,True,20-30,2015
435,2015-06-14,shot,gun,15.0,M,W,Cocoa,FL,True,attack,no flee,False,True,10-20,2015
436,2015-06-15,shot,unarmed,22.0,M,B,South Lake Tahoe,CA,False,other,flee,False,True,20-30,2015
437,2015-06-16,shot,gun,28.0,M,H,Visalia,CA,False,attack,no flee,False,True,20-30,2015
438,2015-06-16,shot,gun,31.0,M,N,Wood Lake,ND,False,attack,no flee,False,True,30-40,2015
439,2015-06-17,shot,gun,40.0,F,W,Clanton,AL,False,attack,flee,False,True,30-40,2015
440,2015-06-17,shot,gun,48.0,M,W,Hobbs,NM,True,attack,no flee,False,True,40-50,2015
441,2015-06-18,shot,other,58.0,M,W,Coney Island,NY,False,attack,flee,False,True,50-60,2015
442,2015-06-19,shot,other,44.0,M,H,Boston,MA,True,other,flee,False,True,40-50,2015
443,2015-06-19,shot,gun,21.0,M,B,Cincinnati,OH,True,attack,no flee,False,True,20-30,2015
444,2015-06-19,shot,gun,50.0,M,H,Greeley,CO,False,attack,no flee,False,True,40-50,2015
445,2015-06-20,shot,gun,23.0,M,B,Chicago,IL,False,attack,flee,False,True,20-30,2015
446,2015-06-21,shot,unarmed,24.0,M,H,Azusa,CA,True,other,no flee,False,True,20-30,2015
447,2015-06-21,shot,other,49.0,M,W,Houston,TX,True,other,no flee,False,True,40-50,2015
448,2015-06-22,shot,gun,60.0,M,W,Ronda,NC,False,attack,flee,False,True,50-60,2015
449,2015-06-22,shot,gun,35.0,M,H,Citrus Heights,CA,False,attack,no flee,False,True,30-40,2015
450,2015-06-22,shot,gun,29.0,M,W,Augusta,GA,True,attack,no flee,False,True,20-30,2015
451,2015-06-22,shot,gun,20.0,M,B,Pittsburgh,PA,False,attack,flee,False,True,10-20,2015
452,2015-06-23,shot,unarmed,34.0,M,W,Indianapolis,IN,False,other,flee,False,True,30-40,2015
453,2015-06-23,shot,other,22.0,M,W,Hutchinson,KS,False,attack,no flee,False,True,20-30,2015
454,2015-06-23,shot,other,49.0,M,W,Weatherford,TX,True,other,flee,False,True,40-50,2015
455,2015-06-23,shot,gun,32.0,M,W,Omaha,NE,False,attack,no flee,False,True,30-40,2015
456,2015-06-24,shot,gun,26.0,M,B,York County,VA,False,attack,no flee,True,True,20-30,2015
457,2015-06-25,shot,unarmed,41.0,M,B,Owings Mills,MD,True,other,no flee,False,True,40-50,2015
458,2015-06-25,shot,gun,61.0,M,W,Fresno,CA,False,attack,no flee,False,True,60-70,2015
459,2015-06-26,shot,gun,49.0,M,W,Malone,NY,False,attack,flee,False,True,40-50,2015
460,2015-06-26,shot,gun,28.0,M,H,San Antonio,TX,False,other,flee,False,True,20-30,2015
461,2015-06-27,shot,gun,35.0,M,W,Tahlequah,OK,False,attack,no flee,True,True,30-40,2015
462,2015-06-28,shot,other,29.0,M,W,Portland,OR,False,attack,no flee,False,True,20-30,2015
463,2015-06-29,shot,gun,51.0,M,W,Edinburg,NY,True,attack,no flee,False,True,50-60,2015
464,2015-06-30,shot,gun,52.0,M,W,Franklin,NC,False,attack,no flee,False,True,50-60,2015
465,2015-07-01,shot,unknown,24.0,M,B,McMinnville,OR,False,attack,flee,False,True,20-30,2015
466,2015-07-01,shot,gun,32.0,M,W,Josephine County,OR,False,attack,flee,False,True,30-40,2015
467,2015-07-02,shot,other,45.0,M,W,Brockton,MA,True,attack,no flee,False,True,40-50,2015
468,2015-07-02,shot,other,60.0,M,A,San Diego,CA,False,other,no flee,False,True,50-60,2015
469,2015-07-02,shot,unarmed,23.0,M,B,Jacksonville,FL,False,attack,flee,False,True,20-30,2015
470,2015-07-02,shot,other,59.0,M,,Meadow Bridge,WV,True,attack,no flee,False,True,50-60,2015
471,2015-07-03,shot,gun,46.0,M,H,Lancaster,CA,False,attack,no flee,False,True,40-50,2015
472,2015-07-03,shot,gun,33.0,M,H,Camden,NJ,True,attack,no flee,False,True,30-40,2015
473,2015-07-03,shot,gun,39.0,M,W,Miami Beach,FL,False,attack,no flee,False,True,30-40,2015
474,2015-07-03,shot and Tasered,other,27.0,M,H,West Covina,CA,False,attack,no flee,False,True,20-30,2015
475,2015-07-04,shot,gun,42.0,M,B,Oklahoma City,OK,False,attack,flee,False,True,40-50,2015
476,2015-07-04,shot,gun,37.0,M,W,Morristown,TN,False,attack,no flee,False,True,30-40,2015
477,2015-07-04,shot,gun,23.0,M,B,Newport News,VA,False,attack,flee,False,True,20-30,2015
478,2015-07-04,shot,gun,36.0,M,W,Henderson,NV,False,attack,no flee,False,True,30-40,2015
479,2015-07-05,shot,unarmed,19.0,M,W,Pleasanton,CA,False,attack,flee,False,True,10-20,2015
480,2015-07-05,shot,gun,35.0,M,W,Austin,TX,False,attack,flee,False,True,30-40,2015
481,2015-07-05,shot,unarmed,43.0,M,W,Hawaiian Gardens,CA,False,other,no flee,False,True,40-50,2015
482,2015-07-05,shot and Tasered,other,25.0,M,W,Austin,TX,True,attack,no flee,False,True,20-30,2015
483,2015-07-06,shot,gun,20.0,M,W,Oklahoma City,OK,False,attack,no flee,False,True,10-20,2015
484,2015-07-06,shot,other,42.0,M,W,Bath,NH,True,other,no flee,True,True,40-50,2015
485,2015-07-06,shot,other,29.0,M,B,Los Angeles,CA,False,attack,no flee,False,True,20-30,2015
486,2015-07-06,shot and Tasered,other,42.0,M,H,Atwater,CA,False,attack,flee,False,True,40-50,2015
487,2015-07-06,shot and Tasered,unknown,31.0,M,W,Lakewood,CA,True,attack,flee,False,True,30-40,2015
488,2015-07-07,shot,gun,18.0,M,B,Houston,TX,False,attack,no flee,False,True,10-20,2015
489,2015-07-07,shot,other,33.0,M,W,Mesa,AZ,False,other,no flee,False,True,30-40,2015
490,2015-07-07,shot,gun,59.0,M,W,Dallas,TX,False,attack,no flee,False,True,50-60,2015
491,2015-07-07,shot,gun,47.0,M,H,Bakersfield,CA,False,attack,no flee,False,True,40-50,2015
492,2015-07-07,shot,gun,39.0,M,H,Edinburg,TX,True,attack,no flee,False,True,30-40,2015
493,2015-07-07,shot,other,37.0,M,B,Atlantic City,NJ,False,attack,flee,False,True,30-40,2015
494,2015-07-07,shot,gun,35.0,M,W,Sugar Creek,MO,False,attack,flee,False,True,30-40,2015
495,2015-07-07,shot,other,28.0,M,W,Elizabethtown,KY,False,other,no flee,False,True,20-30,2015
496,2015-07-08,shot,gun,59.0,M,W,Beaverton,OR,False,attack,no flee,False,True,50-60,2015
497,2015-07-08,shot,unknown,62.0,M,W,Ashe County,NC,False,attack,flee,True,True,60-70,2015
498,2015-07-09,shot,gun,50.0,M,W,Parowan,UT,False,attack,no flee,False,True,40-50,2015
499,2015-07-09,shot,gun,68.0,M,W,Phoenix,AZ,False,attack,flee,False,True,60-70,2015
500,2015-07-09,shot,gun,27.0,M,B,Chicago,IL,False,attack,flee,False,True,20-30,2015
501,2015-07-09,shot,gun,17.0,M,W,Boulder Creek,CA,True,attack,no flee,False,True,10-20,2015
502,2015-07-09,shot,other,21.0,M,B,Kansas City,MO,False,other,no flee,False,True,20-30,2015
